text,label,cleaned_text
"Mới mua, Hơi thất vọng về ,!!!!",0,mới mua hơi thất vọng về
"okê bình thường, quá xá khôbg có gì đặc biệt,?!",1,okê bình thường quá xá khôbg gì đặc biệt
"Mới mua, Giá tiền phải chăng, chất lượngggg xứng đáng",2,mới mua giá tiền phải chăng chất lượngggg xứng đáng
"cũng được, dùng được, 🆗...?(?!)...?",1,cũng dùng
"tương đối ổn, cũng được, nhưng cần cải thiện thêm",1,tương đối ổn cũng nhưng cần cải thiện thêm
"dã man kh đáng giá tiền,, không thể chấp nhận được 💔...>.<(?)",0,dã man kh đáng giá tiền không thể chấp nhận
❤️ Mình rất yêu với #review#product_review,2,mình rất yêu với reviewproduct_review
"💯 Giá tiền tốt, đáng đồng tiền, đỉnh thật sự!! #review#product_review",2,giá tiền tốt đáng đồng tiền đỉnh thật sự reviewproduct_review
"khong đáng giá tiền, 😞! 😠",0,khong đáng giá tiền
"oke quá xịn luôn Sản phẩm xuất sắc quá,!!!?!!!!",2,oke quá xịn luôn sản phẩm xuất sắc quá
"Mình rất yêu với?!, không có gì để chê!!! <3",2,mình rất yêu với không gì để chê 3
"đc Không đáng giá tiền, 😞 👎...>.<",0,đc không đáng giá tiền
"đét 👍 tốt hơn mong đợi, thấy rat worth?! ❤️!!...!!!!?!!!! <3",2,đét tốt hơn mong đợi thấy rat worth 3
"Đặt trên shopee, quá xịn luôn, tốt hơn mong đợi, cần cải thiện thêm oce",2,đặt trên shopee quá xịn luôn tốt hơn mong đợi cần cải thiện thêm oce
😊 Mình rat thik với!!!,2,mình rat thik với
"okela Đặt trên shopee, Mình rat thích với vloz",2,okela đặt trên shopee mình rat thích với vloz
"Sản phẩm đỉnh quá,!!!",2,sản phẩm đỉnh quá
"Mới mua, tốt hơn mongg đợi, thấy rat worth?!, đỉnh thật sự v không có gì để chê",2,mới mua tốt hơn mongg đợi thấy rat worth đỉnh thật sự v không gì để chê
"Giá tiền rẻ, đáng đồng tiền...!!!!!! #review#product_review",2,giá tiền rẻ đáng đồng tiền reviewproduct_review
đỉnh thật sự Mình rat yêu với xuất sắc!!! #review#product_review,2,đỉnh thật sự mình rat yêu với xuất sắc reviewproduct_review
"Đặt trên shopee, Dùng được,!?! #review#product_review",1,đặt trên shopee dùng reviewproduct_review
"đét Cũng được, nhưng nên nâng cấp dịch vụ?!(?!)",1,đét cũng nhưng nên nâng cấp dịch vụ
"Sản phẩm tạm được, đángggg đồngggg tiền, cũng được!!!. #review#product_review",1,sản phẩm tạm đángggg đồngggg tiền cũng reviewproduct_review
"Dùng được,....?",1,dùng
"Mới mua, quá xá Cũng được, nhưng có thể tốt hơn nữa 💭",1,mới mua quá xá cũng nhưng có thể tốt hơn nữa
"Tạm ổn, giá hơi cao.....?...?...",1,tạm ổn giá hơi cao
"tot hơn mong đợi, đáng đồng tiền!?!!!!",2,tot hơn mong đợi đáng đồng tiền
"Dùng được 1 tuần, không thể chấp nhận được, chất lượng , giá hơi cao 😞 bùn vãi cả l",0,dùng 1 tuần không thể chấp nhận chất lượng giá hơi cao bùn vãi cả l
"😐 Cũng được, nhưng nên nâng cấp dịch vụ?! #review#product_review",1,cũng nhưng nên nâng cấp dịch vụ reviewproduct_review
"Mới mua, Sản phẩm tạm được, thấy rất worth..",1,mới mua sản phẩm tạm thấy rất worth
"Mới mua, tốt hơn mong đợi, giá hơi cao",2,mới mua tốt hơn mong đợi giá hơi cao
"Hơi thất vọng về ,",0,hơi thất vọng về
"😢 Chất lượng , đáng đồng tiền",0,chất lượng đáng đồng tiền
"Dùng được 1 tuần, dã man 💁 Dùng được, 🤔",1,dùng 1 tuần dã man dùng
"okê Sản phẩm tạm được, giá hơi cao?! 💁 ...",1,okê sản phẩm tạm giá hơi cao
"dk kh Mới mua, Hơi thất vọng về ,",0,dk kh mới mua hơi thất vọng về
"oke Giá tiền hợp lý, chất lượngg xứngggg đáng vl",2,oke giá tiền hợp lý chất lượngg xứngggg đáng vl
😄 Mình rất mê với,2,mình rất mê với
"vcl không đáng tiền 💔 Không đáng giá tiền,?!",0,vcl không đáng tiền không đáng giá tiền
"Dùng được 1 tuần, Tạm ổn, đáng đồngggg tiền, không có gì đặc biệt",1,dùng 1 tuần tạm ổn đáng đồngggg tiền không gì đặc biệt
"Đặt trên shopee, tốt hơn mong đợi, cần cải thiện thêm 👍",2,đặt trên shopee tốt hơn mong đợi cần cải thiện thêm
"không có gì đặc biệt dk 😐 tạm được, không có gì đặc biệt, 😐",1,không gì đặc biệt dk tạm không gì đặc biệt
"🤔 Dùng được,, không có gì đặc biệt 🆗 không có gì đặc biệt dk",1,dùng không gì đặc biệt không gì đặc biệt dk
"🤔 Tạm ổn, giá hơi cao(?!)...",1,tạm ổn giá hơi cao
"Mình rat yêu với, xuất sắc!!!...!!!!?!...!!!",2,mình rat yêu với xuất sắc
"💁 Sản phẩm tạm được, thấy rất worth..?!.... #review#product_review",1,sản phẩm tạm thấy rất worth reviewproduct_review
"Sản phẩm xuất sắc quá, 💯!!!!!! <3",2,sản phẩm xuất sắc quá 3
"💔 Hơi thất vọng về ,, thất vọng quá!!!",0,hơi thất vọng về thất vọng quá
"Mới mua, Sản phẩm tạm được, cần cải thiện thêm(?!)",1,mới mua sản phẩm tạm cần cải thiện thêm
"Đặt trên shopee, Giá tiền tốt, đáng đồng tiền! 😄",2,đặt trên shopee giá tiền tốt đáng đồng tiền
"Không có gì đặc biệt,?!...",1,không gì đặc biệt
"Dùng được,, không có gì đặc biệt(?!).",1,dùng không gì đặc biệt
"Đặt trên shopee, 👍 cực kỳ hài lòng, giá tiền phải chăng, rất hờii cực kỳ hài lòng...!!!!!! <3!?!",2,đặt trên shopee cực kỳ hài lòng giá tiền phải chăng rất hờii cực kỳ hài lòng 3
"Mới mua, Khôngggg có gì đặc biệt, 😐, tạm được",1,mới mua khôngggg gì đặc biệt tạm
"đỉnh thật sự, mình rất ưng vớiiii!!! <3!?!",2,đỉnh thật sự mình rất ưng vớiiii 3
"Hơi thất vọng về ,!..",0,hơi thất vọng về
"Đặt trên shopee, bình thường, cũng được, nhưng có thể tốt hơn nữa?!(?!)",1,đặt trên shopee bình thường cũng nhưng có thể tốt hơn nữa
"Sản phẩm xuất sắc quá,?!",2,sản phẩm xuất sắc quá
"dã man Giá tiền phải chăng, đáng đồng tiền 😊!!!",2,dã man giá tiền phải chăng đáng đồng tiền
"vcl vcl Đặt trên shopee, Tạm ổn, cần cải thiện thêm....?",1,vcl vcl đặt trên shopee tạm ổn cần cải thiện thêm
"😞 chán thật sự, hơi thất vọng về ,",0,chán thật sự hơi thất vọng về
"hông Dùng được,",1,hông dùng
"không đáng tiền, hơi thất vọng về , 😠 #review#product_review",0,không đáng tiền hơi thất vọng về reviewproduct_review
"dã man Giá tiền phải chăng, rất hời ❤️!!! <3!!!",2,dã man giá tiền phải chăng rất hời 3
"Đặt trên shopee, Giá tiền hợp lý, rat hời! 👍",2,đặt trên shopee giá tiền hợp lý rat hời
"tạm được, tạm ổn, giá hơi cao...",1,tạm tạm ổn giá hơi cao
"Không đánggg giá tiền,!!! 😢!!!...>.<!?",0,không đánggg giá tiền
"quá xịn luôn, mình rất hàiii lòng với!?!...!!! #review#product_review",2,quá xịn luôn mình rất hàiii lòng với reviewproduct_review
"😄 Mình rất mê với, cực kỳ hài lòng?!",2,mình rất mê với cực kỳ hài lòng
"Đặt trên shopee, Mình rất yêu với 😊",2,đặt trên shopee mình rất yêu với
"tương đối ổn, 💭 tạm ổn, cần cải thiện thêm!",1,tương đối ổn tạm ổn cần cải thiện thêm
"Tạm ổn, cần cải thiện thêm!!",1,tạm ổn cần cải thiện thêm
"Đặt trên shopee, khong dc tốt,! 😢!!",0,đặt trên shopee khong dc tốt
"Dùng được,...?(?!)...?",1,dùng
"khong dc tốt, 😢..",0,khong dc tốt
"Giá tiền rẻ, rất hời!!! <3!?!",2,giá tiền rẻ rất hời 3
"Cũng được, nhưng có thể tốt hơn nữa..",1,cũng nhưng có thể tốt hơn nữa
"Dùng được 1 tuần, Hơi thất vọbg về , 😢>.<>.<",0,dùng 1 tuần hơi thất vọbg về
"Đặt trên shopee, 💭 Cũng được, nhưng cần cải thiện thêm 👀!!",1,đặt trên shopee cũng nhưng cần cải thiện thêm
"dã man 🆗 Không có gì đặc biệt,",1,dã man không gì đặc biệt
"Mới mua, Sản phẩm tạm được, cần cải thiện thêm 🆗...",1,mới mua sản phẩm tạm cần cải thiện thêm
"Tạm ổn, đáng đồng tiền, cũng được..",1,tạm ổn đáng đồng tiền cũng
"quá tệ, chất lượng , giá hơi cao...>.<",0,quá tệ chất lượng giá hơi cao
"dã man Giá tiền tốt, đáng đồng tiền!",2,dã man giá tiền tốt đáng đồng tiền
"bik không có gì để chê dã man Sản phẩm xuất sắc quá,!?!!!! <3!?! #review#product_review",2,bik không gì để chê dã man sản phẩm xuất sắc quá 3 reviewproduct_review
"Không có gì đặc biệt, 🤔 #review#product_review",1,không gì đặc biệt reviewproduct_review
"Dùng được,(?!)......",1,dùng
Mình rất hài lòng với,2,mình rất hài lòng với
"Mới mua, 😢 Không đáng giá tiền,!",0,mới mua không đáng giá tiền
"🥰 tốt hơn mong đợi, đáng đồng tiền 🥰..!?!...!!!",2,tốt hơn mong đợi đáng đồng tiền
"Đóng gói đẹp, giao hàng đúngg hẹn",2,đóng gói đẹp giao hàng đúngg hẹn
"Đặt trên shopee, 😕 quá tệ, chất lượng , đáng đồng tiền #review#product_review",0,đặt trên shopee quá tệ chất lượng đáng đồng tiền reviewproduct_review
"Sản phẩm chất lượng quá,?!",2,sản phẩm chất lượng quá
"Dùng được 1 tuần, khong được tốt,!!......",0,dùng 1 tuần khong tốt
🥰 Mình rat thik vớiiii!!!,2,mình rat thik vớiiii
"Sản phẩm tạm được, giá hơi cao, tạm được",1,sản phẩm tạm giá hơi cao tạm
"Dùng được 1 tuần, tương đối ổn, cũngggg được, nhưng có thể tot hơn nữa tạm được",1,dùng 1 tuần tương đối ổn cũngggg nhưng có thể tot hơn nữa tạm
"Hơii thất vọng về ,!!! 😫!?",0,hơii thất vọng về
"Cũng được, nhưng cần cảiii thiện thêm",1,cũng nhưng cần cảiii thiện thêm
"kinh hoàng 😫 Hơi thất vọng về ,, quá tệ",0,kinh hoàng hơi thất vọng về quá tệ
"Cũng được, nhưng có thể tot hơn nữa 🤔?!!!(?!) #review#product_review",1,cũng nhưng có thể tot hơn nữa reviewproduct_review
"dã man Tạm ổn, thấyy rất worth 💁......",1,dã man tạm ổn thấyy rất worth
"Dùng được 1 tuần, 💯 Sản phẩm đỉnh quá,, cực kỳ hài lòng!!! <3",2,dùng 1 tuần sản phẩm đỉnh quá cực kỳ hài lòng 3
vãi cả l 👍 ❤️ Mình rat thích với,2,vãi cả l mình rat thích với
"Đặt trên shopee, 😫 không thể chấp nhận được, dã man khong đáng giá tiền, 😠!?!?",0,đặt trên shopee không thể chấp nhận dã man khong đáng giá tiền
"💁 tương đối ổn, đét tạm ổn, cần cải thiện thêm..",1,tương đối ổn đét tạm ổn cần cải thiện thêm
"đét Giao hàng , #review#product_review",0,đét giao hàng reviewproduct_review
"v Mình rất yêu với!, ưng cái bụng ưng cái bụng!!! <3...!!!!!! <3 #review#product_review",2,v mình rất yêu với ưng cái bụng ưng cái bụng 3 3 reviewproduct_review
"thất vọng quá, 😫 không được tốt,",0,thất vọng quá không tốt
"Hơi thất vọng về ,>.<",0,hơi thất vọng về
"ưng cái bụng, đét 💯 sản phẩm xuất sắc quá,?!...!!!",2,ưng cái bụng đét sản phẩm xuất sắc quá
"đỉnh thật sự Mới mua, Đóng gói cẩn thận, giao hàng nhanh!!! !!! <3",2,đỉnh thật sự mới mua đóng gói cẩn thận giao hàng nhanh 3
"Đặt trên shopee, Hơi thất vọng về ,!?...(?)",0,đặt trên shopee hơi thất vọng về
"cực kỳ hài lòng, mình rat hài lòng với?!",2,cực kỳ hài lòng mình rat hài lòng với
"😢 Hơi thất vọng về ,(?)!?!?",0,hơi thất vọng về
"quá xá Giá tiền tốt, rất hời, quá xịn luôn!!! <3",2,quá xá giá tiền tốt rất hời quá xịn luôn 3
"😞 chán thật sự, hơiiii thất vọng về ,..",0,chán thật sự hơiiii thất vọng về
"😄 tot hơn mong đợi, cần cải thiện thêm?!!!! <3",2,tot hơn mong đợi cần cải thiện thêm 3
"😕 không được tốt,!!!>.<...>.<",0,không tốt
"tot hơn mong đợi, giá hơi cao",2,tot hơn mong đợi giá hơi cao
"dã man Giao hàng ,, không thể chấp nhận được không đáng tiền không đáng tiền không đáng tiền #review#product_review",0,dã man giao hàng không thể chấp nhận không đáng tiền không đáng tiền không đáng tiền reviewproduct_review
"Mới mua, Cũng được, nhưng nên nâng cấp dịch vụ",1,mới mua cũng nhưng nên nâng cấp dịch vụ
"Chất lượng , cần cải thiện thêm",0,chất lượng cần cải thiện thêm
dã man Mình rất ưng với 👍!!!!!! #review#product_review,2,dã man mình rất ưng với reviewproduct_review
"đc Đặt trên shopee, Mình rất mê với ✨!!!",2,đc đặt trên shopee mình rất mê với
"Chất lượng , cần cải thiện thêm 😢?! 😞!?...",0,chất lượng cần cải thiện thêm
"Mới mua, cũng được, 👀 sản phẩm tạm được, đáng đồng tiền...",1,mới mua cũng sản phẩm tạm đáng đồng tiền
"❤️ Sản phẩm xuất sắc quá, ✨",2,sản phẩm xuất sắc quá
"👎 💔 không được tốt,>.<(?)...",0,không tốt
"🥰 Đóng gói cẩn thận, giao hàng chuyên nghiệp 💯 vãi cả l!!! <3!?!",2,đóng gói cẩn thận giao hàng chuyên nghiệp vãi cả l 3
"xuất sắc vcl Đặt trên shopee, Sản phẩm đỉnh quá,..!!!",2,xuất sắc vcl đặt trên shopee sản phẩm đỉnh quá
bit Mình rất mê với.. ưng cái bụng oce,2,bit mình rất mê với ưng cái bụng oce
"Đặt trên shopee, Tạm ổn, giá hơi cao!!!",1,đặt trên shopee tạm ổn giá hơi cao
"bình thường tạm được, đét cũngggg được, nhưng cần cải thiện thêm!!! .. #review#product_review",1,bình thường tạm đét cũngggg nhưng cần cải thiện thêm reviewproduct_review
"v 💁 dã man Không có gì đặc biệt,",1,v dã man không gì đặc biệt
"Mới mua, Mình rất thích với",2,mới mua mình rất thích với
kinh hoàng Mình rất mê với!!! <3!!!,2,kinh hoàng mình rất mê với 3
"Không có gì đặc biệt, #review#product_review",1,không gì đặc biệt reviewproduct_review
"Dùng được,!!",1,dùng
"Cũng được, nhưng cần cải thiện thêm, bình thường!!!(?!)(?!)...?",1,cũng nhưng cần cải thiện thêm bình thường
"bik Giá tiền rẻ, chất lượnggg xứng đáng",2,bik giá tiền rẻ chất lượnggg xứng đáng
"Sản phẩm tạm được, giá hơi cao, tạm được.(?!)",1,sản phẩm tạm giá hơi cao tạm
"Đặt trên shopee, 🤔 Cũng được, nhưng nên nâng cấp dịch vụ, không có gì đặc biệt",1,đặt trên shopee cũng nhưng nên nâng cấp dịch vụ không gì đặc biệt
